"Gene","padj_1","p_value_1","lfcSE.x","stat.x","log2FC_1","baseMean.x","Symbol.x","Description.x","Synonyms.x","GeneType.x","EnsemblGeneID.x","Status.x","ChrAcc.x","ChrStart.x","ChrStop.x","Orientation.x","Length.x","GOFunctionID.x","GOProcessID.x","GOComponentID.x","GOFunction.x","GOProcess.x","GOComponent.x","padj_2","p_value_2","lfcSE.y","stat.y","log2FC_2","baseMean.y","Symbol.y","Description.y","Synonyms.y","GeneType.y","EnsemblGeneID.y","Status.y","ChrAcc.y","ChrStart.y","ChrStop.y","Orientation.y","Length.y","GOFunctionID.y","GOProcessID.y","GOComponentID.y","GOFunction.y","GOProcess.y","GOComponent.y","Regulation"
113220,0.00145,9.45e-05,0.3479,3.904248,1.3584194,26.78,"KIF12","kinesin family member 12","PFIC8","protein-coding","ENSG00000136883","active","NC_000009.12","114091623","114100090","negative",3892,"GO:0003674///GO:0003777///GO:0005524///GO:0008017///GO:0016887","GO:0007018///GO:0008150","GO:0005737///GO:0005871///GO:0005874///GO:0070062","molecular_function///microtubule motor activity///ATP binding///microtubule binding///ATP hydrolysis activity","microtubule-based movement///biological_process","cytoplasm///kinesin complex///microtubule///extracellular exosome",0.64764366,0.367,0.2955,-0.9021455,-0.2666067,55.93,"KIF12","kinesin family member 12","PFIC8","protein-coding","ENSG00000136883","active","NC_000009.12","114091623","114100090","negative",3892,"GO:0003674///GO:0003777///GO:0005524///GO:0008017///GO:0016887","GO:0007018///GO:0008150","GO:0005737///GO:0005871///GO:0005874///GO:0070062","molecular_function///microtubule motor activity///ATP binding///microtubule binding///ATP hydrolysis activity","microtubule-based movement///biological_process","cytoplasm///kinesin complex///microtubule///extracellular exosome","Upregulated"
114132,0.0234,0.00448,0.4334,2.842336,1.2319308,11.2,"SIGLEC11","sialic acid binding Ig like lectin 11","","protein-coding","ENSG00000161640","active","NC_000019.10","49948825","49961172","negative",3334,"GO:0019902///GO:0030246///GO:0033691","GO:0007155","GO:0005886","phosphatase binding///carbohydrate binding///sialic acid binding","cell adhesion","plasma membrane",0.66092389,0.383,0.4097,0.8719883,0.3572909,28.69,"SIGLEC11","sialic acid binding Ig like lectin 11","","protein-coding","ENSG00000161640","active","NC_000019.10","49948825","49961172","negative",3334,"GO:0019902///GO:0030246///GO:0033691","GO:0007155","GO:0005886","phosphatase binding///carbohydrate binding///sialic acid binding","cell adhesion","plasma membrane","Upregulated"
114801,0.00112,6.72e-05,0.2953,3.985966,1.1772037,120.53,"TMEM200A","transmembrane protein 200A","KIAA1913|TTMA|TTMC","protein-coding","ENSG00000164484","active","NC_000006.12","130366281","130443424","positive",7068,"GO:0005515","","GO:0016020","protein binding","","membrane",0.34219212,0.0994,0.2364,-1.647782,-0.3895988,50.44,"TMEM200A","transmembrane protein 200A","KIAA1913|TTMA|TTMC","protein-coding","ENSG00000164484","active","NC_000006.12","130366281","130443424","positive",7068,"GO:0005515","","GO:0016020","protein binding","","membrane","Upregulated"
140679,7.76e-07,3.3e-09,0.2135,5.915854,1.2628901,240.91,"SLC32A1","solute carrier family 32 member 1","VGAT|VIAAT","protein-coding","ENSG00000101438","active","NC_000020.11","38724486","38729372","positive",2550,"GO:0015171///GO:0015185///GO:0015187///GO:0015495///GO:0140799///GO:0140800","GO:0001762///GO:0003333///GO:0006811///GO:0007269///GO:0007568///GO:0015812///GO:0015816///GO:0021766///GO:0051939///GO:0098700","GO:0005886///GO:0008021///GO:0009986///GO:0016020///GO:0030425///GO:0030672///GO:0043005///GO:0044292///GO:0044306///GO:0044316///GO:0048786///GO:0051286///GO:0060077///GO:0061202///GO:0098793///GO:0098982","amino acid transmembrane transporter activity///gamma-aminobutyric acid transmembrane transporter activity///glycine transmembrane transporter activity///gamma-aminobutyric acid:proton symporter activity///glycine:proton antiporter activity///gamma-aminobutyric acid:proton antiporter activity","beta-alanine transport///amino acid transmembrane transport///ion transport///neurotransmitter secretion///aging///gamma-aminobutyric acid transport///glycine transport///hippocampus development///gamma-aminobutyric acid import///neurotransmitter loading into synaptic vesicle","plasma membrane///synaptic vesicle///cell surface///membrane///dendrite///synaptic vesicle membrane///neuron projection///dendrite terminus///neuron projection terminus///cone cell pedicle///presynaptic active zone///cell tip///inhibitory synapse///clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane///presynapse///GABA-ergic synapse",0.25685751,0.0556,0.3104,-1.9139906,-0.5940722,224.08,"SLC32A1","solute carrier family 32 member 1","VGAT|VIAAT","protein-coding","ENSG00000101438","active","NC_000020.11","38724486","38729372","positive",2550,"GO:0015171///GO:0015185///GO:0015187///GO:0015495///GO:0140799///GO:0140800","GO:0001762///GO:0003333///GO:0006811///GO:0007269///GO:0007568///GO:0015812///GO:0015816///GO:0021766///GO:0051939///GO:0098700","GO:0005886///GO:0008021///GO:0009986///GO:0016020///GO:0030425///GO:0030672///GO:0043005///GO:0044292///GO:0044306///GO:0044316///GO:0048786///GO:0051286///GO:0060077///GO:0061202///GO:0098793///GO:0098982","amino acid transmembrane transporter activity///gamma-aminobutyric acid transmembrane transporter activity///glycine transmembrane transporter activity///gamma-aminobutyric acid:proton symporter activity///glycine:proton antiporter activity///gamma-aminobutyric acid:proton antiporter activity","beta-alanine transport///amino acid transmembrane transport///ion transport///neurotransmitter secretion///aging///gamma-aminobutyric acid transport///glycine transport///hippocampus development///gamma-aminobutyric acid import///neurotransmitter loading into synaptic vesicle","plasma membrane///synaptic vesicle///cell surface///membrane///dendrite///synaptic vesicle membrane///neuron projection///dendrite terminus///neuron projection terminus///cone cell pedicle///presynaptic active zone///cell tip///inhibitory synapse///clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane///presynapse///GABA-ergic synapse","Upregulated"
143162,3.37e-05,5.98e-07,0.2227,4.9918,1.1115218,224.33,"FRMPD2","FERM and PDZ domain containing 2","PDZD5C|PDZK4|PDZK5C","protein-coding","ENSG00000170324","active","NC_000010.11","48156559","48274696","negative",6937,"GO:0005515///GO:0005545","GO:0070830","GO:0005737///GO:0005856///GO:0005923///GO:0016323","protein binding///1-phosphatidylinositol binding","bicellular tight junction assembly","cytoplasm///cytoskeleton///bicellular tight junction///basolateral plasma membrane",0.33924747,0.0973,0.2077,-1.6581889,-0.344439,158.37,"FRMPD2","FERM and PDZ domain containing 2","PDZD5C|PDZK4|PDZK5C","protein-coding","ENSG00000170324","active","NC_000010.11","48156559","48274696","negative",6937,"GO:0005515///GO:0005545","GO:0070830","GO:0005737///GO:0005856///GO:0005923///GO:0016323","protein binding///1-phosphatidylinositol binding","bicellular tight junction assembly","cytoplasm///cytoskeleton///bicellular tight junction///basolateral plasma membrane","Upregulated"
148930,0.000201,6.65e-06,0.2856,4.504704,1.2866359,19.11,"KNCN","kinocilin","Kino|L5","protein-coding","ENSG00000162456","active","NC_000001.11","46545638","46551657","negative",2909,"","","GO:0016324///GO:0032437///GO:0036064///GO:0043025///GO:0060091","","","apical plasma membrane///cuticular plate///ciliary basal body///neuronal cell body///kinocilium",0.60304925,0.316,0.3346,-1.0023366,-0.3354018,14.24,"KNCN","kinocilin","Kino|L5","protein-coding","ENSG00000162456","active","NC_000001.11","46545638","46551657","negative",2909,"","","GO:0016324///GO:0032437///GO:0036064///GO:0043025///GO:0060091","","","apical plasma membrane///cuticular plate///ciliary basal body///neuronal cell body///kinocilium","Upregulated"
166752,0.000308,1.16e-05,0.353,4.385529,1.548271,407.33,"FREM3","FRAS1 related extracellular matrix 3","","protein-coding","ENSG00000183090","active","NC_000004.12","143577302","143700675","negative",6729,"GO:0046872","GO:0007154///GO:0007155///GO:0009653","GO:0005604///GO:0005615///GO:0062023","metal ion binding","cell communication///cell adhesion///anatomical structure morphogenesis","basement membrane///extracellular space///collagen-containing extracellular matrix",0.05210203,0.00252,0.4447,-3.021116,-1.3434184,160.76,"FREM3","FRAS1 related extracellular matrix 3","","protein-coding","ENSG00000183090","active","NC_000004.12","143577302","143700675","negative",6729,"GO:0046872","GO:0007154///GO:0007155///GO:0009653","GO:0005604///GO:0005615///GO:0062023","metal ion binding","cell communication///cell adhesion///anatomical structure morphogenesis","basement membrane///extracellular space///collagen-containing extracellular matrix","Upregulated"
169044,0.00138,8.74e-05,0.3001,3.923108,1.1774177,37.79,"COL22A1","collagen type XXII alpha 1 chain","","protein-coding","ENSG00000169436","active","NC_000008.11","138588235","138914087","negative",11170,"GO:0005201","GO:0001525///GO:0001886///GO:0030198","GO:0005576///GO:0005581///GO:0005615///GO:0005788///GO:0031012","extracellular matrix structural constituent","angiogenesis///endothelial cell morphogenesis///extracellular matrix organization","extracellular region///collagen trimer///extracellular space///endoplasmic reticulum lumen///extracellular matrix",0.54303845,0.251,0.4339,1.1477622,0.4980366,34.22,"COL22A1","collagen type XXII alpha 1 chain","","protein-coding","ENSG00000169436","active","NC_000008.11","138588235","138914087","negative",11170,"GO:0005201","GO:0001525///GO:0001886///GO:0030198","GO:0005576///GO:0005581///GO:0005615///GO:0005788///GO:0031012","extracellular matrix structural constituent","angiogenesis///endothelial cell morphogenesis///extracellular matrix organization","extracellular region///collagen trimer///extracellular space///endoplasmic reticulum lumen///extracellular matrix","Upregulated"
225689,0.00903,0.00119,0.4948,3.241881,1.6041157,16.17,"MAPK15","mitogen-activated protein kinase 15","ERK7|ERK8","protein-coding","ENSG00000181085","active","NC_000008.11","143716305","143722458","positive",3054,"GO:0003682///GO:0004672///GO:0004674///GO:0004707///GO:0005515///GO:0005524///GO:0016301///GO:0017124///GO:0106310","GO:0000165///GO:0003400///GO:0006974///GO:0007029///GO:0008284///GO:0010506///GO:0030336///GO:0032212///GO:0035556///GO:0046777///GO:0051973///GO:0090494///GO:1902017///GO:1904355///GO:1904491///GO:1905188///GO:1905832","GO:0005576///GO:0005634///GO:0005737///GO:0005776///GO:0005794///GO:0005814///GO:0005911///GO:0005923///GO:0005930///GO:0031410///GO:0036064///GO:0072687","chromatin binding///protein kinase activity///protein serine/threonine kinase activity///MAP kinase activity///protein binding///ATP binding///kinase activity///SH3 domain binding///protein serine kinase activity","MAPK cascade///regulation of COPII vesicle coating///cellular response to DNA damage stimulus///endoplasmic reticulum organization///positive regulation of cell population proliferation///regulation of autophagy///negative regulation of cell migration///positive regulation of telomere maintenance via telomerase///intracellular signal transduction///protein autophosphorylation///positive regulation of telomerase activity///dopamine uptake///regulation of cilium assembly///positive regulation of telomere capping///protein localization to ciliary transition zone///positive regulation of metaphase/anaphase transition of meiosis I///positive regulation of spindle assembly","extracellular region///nucleus///cytoplasm///autophagosome///Golgi apparatus///centriole///cell-cell junction///bicellular tight junction///axoneme///cytoplasmic vesicle///ciliary basal body///meiotic spindle",0.96563257,0.924,0.4007,0.0958198,0.0383902,37.79,"MAPK15","mitogen-activated protein kinase 15","ERK7|ERK8","protein-coding","ENSG00000181085","active","NC_000008.11","143716305","143722458","positive",3054,"GO:0003682///GO:0004672///GO:0004674///GO:0004707///GO:0005515///GO:0005524///GO:0016301///GO:0017124///GO:0106310","GO:0000165///GO:0003400///GO:0006974///GO:0007029///GO:0008284///GO:0010506///GO:0030336///GO:0032212///GO:0035556///GO:0046777///GO:0051973///GO:0090494///GO:1902017///GO:1904355///GO:1904491///GO:1905188///GO:1905832","GO:0005576///GO:0005634///GO:0005737///GO:0005776///GO:0005794///GO:0005814///GO:0005911///GO:0005923///GO:0005930///GO:0031410///GO:0036064///GO:0072687","chromatin binding///protein kinase activity///protein serine/threonine kinase activity///MAP kinase activity///protein binding///ATP binding///kinase activity///SH3 domain binding///protein serine kinase activity","MAPK cascade///regulation of COPII vesicle coating///cellular response to DNA damage stimulus///endoplasmic reticulum organization///positive regulation of cell population proliferation///regulation of autophagy///negative regulation of cell migration///positive regulation of telomere maintenance via telomerase///intracellular signal transduction///protein autophosphorylation///positive regulation of telomerase activity///dopamine uptake///regulation of cilium assembly///positive regulation of telomere capping///protein localization to ciliary transition zone///positive regulation of metaphase/anaphase transition of meiosis I///positive regulation of spindle assembly","extracellular region///nucleus///cytoplasm///autophagosome///Golgi apparatus///centriole///cell-cell junction///bicellular tight junction///axoneme///cytoplasmic vesicle///ciliary basal body///meiotic spindle","Upregulated"
285987,0.00011,2.92e-06,0.3005,4.676593,1.4051034,155.36,"DLX6-AS1","DLX6 antisense RNA 1","DLX6-AS|DLX6AS|Evf-2|NCRNA00212","ncRNA","","active","NC_000007.14","96968515","97014065","negative",1990,"","","","","","",0.34152537,0.0988,0.3735,-1.6506618,-0.6165326,57.44,"DLX6-AS1","DLX6 antisense RNA 1","DLX6-AS|DLX6AS|Evf-2|NCRNA00212","ncRNA","","active","NC_000007.14","96968515","97014065","negative",1990,"","","","","","","Upregulated"
343171,6.51e-05,1.42e-06,0.2575,4.822325,1.2418456,25.07,"OR2W3","olfactory receptor family 2 subfamily W member 3","OR2W3P|OR2W8P|OST718","protein-coding","ENSG00000238243","active","NC_000001.11","247895587","247896531","positive",945,"GO:0004930///GO:0004984","GO:0007186///GO:0050911","GO:0005886","G protein-coupled receptor activity///olfactory receptor activity","G protein-coupled receptor signaling pathway///detection of chemical stimulus involved in sensory perception of smell","plasma membrane",0.31586722,0.0841,0.2787,-1.7271857,-0.4814314,14.97,"OR2W3","olfactory receptor family 2 subfamily W member 3","OR2W3P|OR2W8P|OST718","protein-coding","ENSG00000238243","active","NC_000001.11","247895587","247896531","positive",945,"GO:0004930///GO:0004984","GO:0007186///GO:0050911","GO:0005886","G protein-coupled receptor activity///olfactory receptor activity","G protein-coupled receptor signaling pathway///detection of chemical stimulus involved in sensory perception of smell","plasma membrane","Upregulated"
375057,6.63e-08,1.42e-10,0.1936,6.413201,1.2416698,1547.25,"STUM","stum, mechanosensory transduction mediator homolog","C1orf95","protein-coding","ENSG00000203685","active","NC_000001.11","226548746","226609230","positive",7775,"GO:0005515","","GO:0016020","protein binding","","membrane",0.58659878,0.296,0.253,-1.0442846,-0.2642394,2266.33,"STUM","stum, mechanosensory transduction mediator homolog","C1orf95","protein-coding","ENSG00000203685","active","NC_000001.11","226548746","226609230","positive",7775,"GO:0005515","","GO:0016020","protein binding","","membrane","Upregulated"
387856,9.22e-07,4.35e-09,0.2414,5.870414,1.4171928,501.8,"CCDC184","coiled-coil domain containing 184","C12orf68","protein-coding","ENSG00000177875","active","NC_000012.12","48183644","48185926","positive",2283,"GO:0005515","","GO:0005737","protein binding","","cytoplasm",0.00762641,8.88e-05,0.3149,-3.9193087,-1.2343485,262.25,"CCDC184","coiled-coil domain containing 184","C12orf68","protein-coding","ENSG00000177875","active","NC_000012.12","48183644","48185926","positive",2283,"GO:0005515","","GO:0005737","protein binding","","cytoplasm","Upregulated"
389332,0.00131,8.16e-05,0.4112,3.939712,1.619957,20.33,"SMIM32","small integral membrane protein 32","","protein-coding","ENSG00000271824","active","NC_000005.10","136191468","136193162","negative",1695,"","","GO:0016020","","","membrane",0.96240502,0.916,0.5683,-0.1051403,-0.0597522,55.97,"SMIM32","small integral membrane protein 32","","protein-coding","ENSG00000271824","active","NC_000005.10","136191468","136193162","negative",1695,"","","GO:0016020","","","membrane","Upregulated"
400120,0.00466,0.000467,0.329,3.49899,1.1511524,347.23,"SERTM1","serine rich and transmembrane domain containing 1","C13orf36","protein-coding","ENSG00000180440","active","NC_000013.11","36674020","36697839","positive",3099,"GO:0005515","","GO:0016020///GO:0043231","protein binding","","membrane///intracellular membrane-bounded organelle",0.22212488,0.0417,0.367,-2.0363601,-0.7473707,144.39,"SERTM1","serine rich and transmembrane domain containing 1","C13orf36","protein-coding","ENSG00000180440","active","NC_000013.11","36674020","36697839","positive",3099,"GO:0005515","","GO:0016020///GO:0043231","protein binding","","membrane///intracellular membrane-bounded organelle","Upregulated"
654790,0.000239,8.49e-06,0.2604,4.452447,1.1595318,351.76,"PCP4L1","Purkinje cell protein 4 like 1","IQM1","protein-coding","ENSG00000248485","active","NC_000001.11","161258734","161285450","positive",1693,"","","","","","",0.15567387,0.0213,0.2971,-2.3024521,-0.6840947,99.22,"PCP4L1","Purkinje cell protein 4 like 1","IQM1","protein-coding","ENSG00000248485","active","NC_000001.11","161258734","161285450","positive",1693,"","","","","","","Upregulated"
728798,0.000439,1.9e-05,0.3467,4.276308,1.4827996,188.18,"FRMPD2B","FERM and PDZ domain containing 2B, pseudogene","FRMPD2|FRMPD2L1|FRMPD2L2|FRMPD2P1|FRMPD2P2|FRMPDP2|PDZD5A|PDZD5B|PDZD5C|PDZK4|PDZK5A|PDZK5B|PDZK5C|bA556L1.2|yX59F3.2","pseudo","ENSG00000150175","active","NC_000010.11","46876674","46895326","positive",1947,"GO:0005545","GO:0070830","GO:0005923///GO:0016323","1-phosphatidylinositol binding","bicellular tight junction assembly","bicellular tight junction///basolateral plasma membrane",0.01353509,0.000222,0.2744,-3.6925757,-1.0133485,75.12,"FRMPD2B","FERM and PDZ domain containing 2B, pseudogene","FRMPD2|FRMPD2L1|FRMPD2L2|FRMPD2P1|FRMPD2P2|FRMPDP2|PDZD5A|PDZD5B|PDZD5C|PDZK4|PDZK5A|PDZK5B|PDZK5C|bA556L1.2|yX59F3.2","pseudo","ENSG00000150175","active","NC_000010.11","46876674","46895326","positive",1947,"GO:0005545","GO:0070830","GO:0005923///GO:0016323","1-phosphatidylinositol binding","bicellular tight junction assembly","bicellular tight junction///basolateral plasma membrane","Upregulated"
100287387,0.00821,0.00104,0.4851,3.27994,1.591013,20.69,"LOC100287387","uncharacterized LOC100287387","","ncRNA","","active","NC_000002.12","238844546","238847907","negative",3362,"","","","","","",0.35503757,0.108,0.417,-1.6064659,-0.6698357,14.4,"LOC100287387","uncharacterized LOC100287387","","ncRNA","","active","NC_000002.12","238844546","238847907","negative",3362,"","","","","","","Upregulated"
100506527,0.000447,1.95e-05,0.3764,4.270557,1.6075474,230.27,"LINC01007","long intergenic non-protein coding RNA 1007","","ncRNA","ENSG00000233123","active","NC_000007.14","101562755","101569006","negative",2665,"","","","","","",0.06992691,0.0045,0.5317,-2.8405505,-1.5103596,72.12,"LINC01007","long intergenic non-protein coding RNA 1007","","ncRNA","ENSG00000233123","active","NC_000007.14","101562755","101569006","negative",2665,"","","","","","","Upregulated"
101927590,0.0183,0.00318,0.4263,2.949733,1.2574348,21.45,"LINC01166","long intergenic non-protein coding RNA 1166","","ncRNA","ENSG00000232903","active","NC_000010.11","132943967","132965289","negative",2889,"","","","","","",0.28967989,0.0708,0.4187,-1.806703,-0.7564918,12.04,"LINC01166","long intergenic non-protein coding RNA 1166","","ncRNA","ENSG00000232903","active","NC_000010.11","132943967","132965289","negative",2889,"","","","","","","Upregulated"
101927728,0.00641,0.000735,0.3855,3.376183,1.3014463,53.98,"LINC01476","long intergenic non-protein coding RNA 1476","","ncRNA","","active","NC_000017.11","59430869","59526857","negative",546,"","","","","","",0.17578424,0.0263,0.4324,-2.2214041,-0.9605846,15.47,"LINC01476","long intergenic non-protein coding RNA 1476","","ncRNA","","active","NC_000017.11","59430869","59526857","negative",546,"","","","","","","Upregulated"
102723675,7.1e-06,6.79e-08,0.2152,5.396687,1.1615615,145.11,"LOC102723675","uncharacterized LOC102723675","","ncRNA","","active","NC_000004.12","24974200","25026861","positive",11707,"","","","","","",0.51272962,0.225,0.2033,-1.2134672,-0.2467123,45.82,"LOC102723675","uncharacterized LOC102723675","","ncRNA","","active","NC_000004.12","24974200","25026861","positive",11707,"","","","","","","Upregulated"
105372236,0.0166,0.00279,0.3827,2.989546,1.1439762,12.9,"LOC105372236","uncharacterized LOC105372236","","ncRNA","","active","NC_000019.10","1262102","1265098","negative",785,"","","","","","",0.46440269,0.184,0.4511,-1.3275853,-0.5988968,23.12,"LOC105372236","uncharacterized LOC105372236","","ncRNA","","active","NC_000019.10","1262102","1265098","negative",785,"","","","","","","Upregulated"
105373009,0.0169,0.00286,0.4145,2.982605,1.2362628,42.56,"LL22NC03-13G6.2","uncharacterized LL22NC03-13G6.2","","ncRNA","","active","NC_000022.11","34207663","34210634","negative",1493,"","","","","","",0.31866066,0.086,0.4502,-1.7167067,-0.7727798,21.66,"LL22NC03-13G6.2","uncharacterized LL22NC03-13G6.2","","ncRNA","","active","NC_000022.11","34207663","34210634","negative",1493,"","","","","","","Upregulated"
105374235,0.0116,0.00167,0.6091,3.142669,1.9142529,112.41,"LOC105374235","uncharacterized LOC105374235","","ncRNA","","active","NC_000003.12","178274666","178385432","negative",14853,"","","","","","",0.02138126,0.000487,0.4737,-3.4875326,-1.6519269,35.5,"LOC105374235","uncharacterized LOC105374235","","ncRNA","","active","NC_000003.12","178274666","178385432","negative",14853,"","","","","","","Upregulated"
105374869,0.129,0.0481,0.6175,1.976402,1.2203777,110.26,"LOC105374869","uncharacterized LOC105374869","","ncRNA","","active","NC_000006.12","180371","187745","positive",7375,"","","","","","",0.45989022,0.181,0.8453,-1.3384069,-1.1313734,64.45,"LOC105374869","uncharacterized LOC105374869","","ncRNA","","active","NC_000006.12","180371","187745","positive",7375,"","","","","","","Upregulated"
105376314,0.0243,0.00473,0.3923,2.824711,1.1080816,14.54,"LOC105376314","uncharacterized LOC105376314","","ncRNA","ENSG00000236403","active","NC_000009.12","134934931","134943558","positive",6094,"","","","","","",0.59028515,0.302,0.6298,-1.0325594,-0.6503191,23.37,"LOC105376314","uncharacterized LOC105376314","","ncRNA","ENSG00000236403","active","NC_000009.12","134934931","134943558","positive",6094,"","","","","","","Upregulated"
105378075,0.0504,0.0128,0.4605,2.489662,1.146568,79.69,"LOC105378075","uncharacterized LOC105378075","","ncRNA","","active","NC_000006.12","157240417","157256758","positive",4419,"","","","","","",0.81348658,0.602,0.2738,0.5208876,0.1426291,34.45,"LOC105378075","uncharacterized LOC105378075","","ncRNA","","active","NC_000006.12","157240417","157256758","positive",4419,"","","","","","","Upregulated"
107985303,0.000219,7.48e-06,0.2703,4.479476,1.2107878,51.55,"LOC107985303","IQ motif and SEC7 domain-containing protein 2-like","","protein-coding","","active","NC_000019.10","1261193","1264418","positive",1117,"","","","","","",0.1927563,0.0317,0.4437,-2.1482674,-0.9532257,43.9,"LOC107985303","IQ motif and SEC7 domain-containing protein 2-like","","protein-coding","","active","NC_000019.10","1261193","1264418","positive",1117,"","","","","","","Upregulated"
113219467,5.61e-06,4.95e-08,0.3558,5.453053,1.9403318,3054.23,"MIR12136","microRNA 12136","","ncRNA","","active","NC_000001.11","632615","632685","negative",71,"GO:0030533","GO:0006412","","triplet codon-amino acid adaptor activity","translation","",0.9673481,0.927,0.4458,0.0913511,0.0407261,4956.3,"MIR12136","microRNA 12136","","ncRNA","","active","NC_000001.11","632615","632685","negative",71,"GO:0030533","GO:0006412","","triplet codon-amino acid adaptor activity","translation","","Upregulated"
